REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (909313, 'User0000111', '06400000111 ', '000001  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925698, 'User0000113', '06400000113 ', '000002  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925699, 'User0000113', '06400000113 ', '000004  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925700, 'User0000113', '06400000113 ', '000005  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925701, 'User0000113', '06400000113 ', '000006  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925702, 'User0000113', '06400000113 ', '000007  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925703, 'User0000113', '06400000113 ', '000008  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925704, 'User0000113', '06400000113 ', '000009  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925705, 'User0000113', '06400000113 ', '000010  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (925706, 'User0000113', '06400000113 ', '000011  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942081, 'User0000115', '06400000115 ', '000001  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942082, 'User0000115', '06400000115 ', '000002  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942083, 'User0000115', '06400000115 ', '000004  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942084, 'User0000115', '06400000115 ', '000005  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942085, 'User0000115', '06400000115 ', '000006  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942086, 'User0000115', '06400000115 ', '000007  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942087, 'User0000115', '06400000115 ', '000008  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942088, 'User0000115', '06400000115 ', '000009  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942089, 'User0000115', '06400000115 ', '000010  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (942090, 'User0000115', '06400000115 ', '000011  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958465, 'User0000117', '06400000117 ', '000001  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958466, 'User0000117', '06400000117 ', '000002  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958467, 'User0000117', '06400000117 ', '000004  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958468, 'User0000117', '06400000117 ', '000005  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958469, 'User0000117', '06400000117 ', '000006  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958470, 'User0000117', '06400000117 ', '000007  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958471, 'User0000117', '06400000117 ', '000008  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958472, 'User0000117', '06400000117 ', '000009  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958473, 'User0000117', '06400000117 ', '000010  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (958474, 'User0000117', '06400000117 ', '000011  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (974849, 'User0000119', '06400000119 ', '000001  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (974850, 'User0000119', '06400000119 ', '000002  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (974851, 'User0000119', '06400000119 ', '000004  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (974852, 'User0000119', '06400000119 ', '000005  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (974853, 'User0000119', '06400000119 ', '000006  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
REPLACE INTO `algo_access`.`tb_hold_summary`(`ID`, `USERID`, `ACCOUNTID`, `SECURITYID`, `QUANTITY`, `ORIGIN_QTY`, `ORIGIN_OPEN_PRICE`, `FREE_QTY`, `FROZEN_QTY`, `PRICE`, `PROFIT_AND_LOSS`, `RATE_OF_RETURN`, `CREATETIME`, `UPDATETIME`, `LASTEXECID`, `VERSION`, `CUMBUYQTY`) VALUES (974854, 'User0000119', '06400000119 ', '000007  ', 22402670000, 22402670000, 45.7014, 22402670000, 44554600, 45.7014, 0, 0, 1654592222, 1654592222, '', 1, 0);
